毛	mao	10978
山	shan	10951
主	zhu	10842
另	ling	10842
伐	fa	10721
间	jian	10668
入	ru	10589
占	zhan	10562
贴	tie	10562
爽	shuang	10536
盘	pan	10536
赚	zhuan	10432
往	wang	10406
队	dui	10367
杨	yang	10328
片	pian	10277
狗	gou	10200
国	guo	10112
坏	huai	10112
费	fei	10112
岁	sui	10074
血	xue	10049
离	li	9937
西	xi	9937
共	gong	9924
龙	long	9924
明	ming	9887
妈	ma	9875
超	chao	9875
均	jun	9826
切	qie	9716
期	qi	9716
照	zhao	9704
达	da	9692
留	liu	9584
特	te	9524
动	dong	9465
气	qi	9442
哥	ge	9418
神	shen	9418
鸟	niao	9418
教	jiao	9371
甘	gan	9371
梦	meng	9302
蛮	man	9290
唔	wu	9244
值	zhi	9175
长	zhang	9175
鱼	yu	9175
骂	ma	9163
陪	pei	9129
既	ji	9095
哭	ku	9073
镇	zhen	9073
建	jian	9016
洗	xi	9016
力	li	8983
懂	dong	8960
双	shuang	8838
口	kou	8827
指	zhi	8783
跌	die	8772
仍	reng	8751
活	huo	8740
球	qiu	8740
练	lian	8718
东	dong	8696
提	ti	8578
清	qing	8578
亿	yi	8567
除	chu	8546
云	yun	8398
通	tong	8398
酒	jiu	8304
冲	chong	8294
饿	e	8284
猫	mao	8212
咩	mie	8191
票	piao	8191
假	jia	8140
久	jiu	8100
六	liu	8090
病	bing	8090
画	hua	8040
抓	zhua	8029
呗	bei	8019
曾	ceng	8019
平	ping	8010
急	ji	7980
段	duan	7980
套	tao	7960
课	ke	7950
药	yao	7930
草	cao	7871
任	ren	7851
理	li	7822
城	cheng	7812
罗	luo	7793
令	ling	7764
货	huo	7754
唱	chang	7744
雨	yu	7744
左	zuo	7716
哟	yo	7696
蓝	lan	7677
抢	qiang	7639
常	chang	7630
菜	cai	7620
色	se	7601
县	xian	7573
混	hun	7535
集	ji	7498
感	gan	7460
操	cao	7451
火	huo	7451
敢	gan	7442
较	jiao	7414
退	tui	7395
房	fang	7386
南	nan	7350
脸	lian	7322
破	po	7313
件	jian	7286
噢	o	7268
呃	e	7259
吴	wu	7222
德	de	7178
借	jie	7169
声	sheng	7169
傻	sha	7160
克	ke	7151
整	zheng	7151
雪	xue	7151
喊	han	7142
局	ju	7098
跳	tiao	7089
补	bu	7071
养	yang	7053
华	hua	7045
恶	e	7036
团	tuan	7027
现	xian	7027
反	fan	6966
砸	za	6923
待	dai	6914
篇	pian	6897
烦	fan	6871
投	tou	6854
根	gen	6854
深	shen	6820
求	qiu	6812
亲	qin	6778
电	dian	6752
配	pei	6736
修	xiu	6710
沈	shen	6710
款	kuan	6685
八	ba	6677
知	zhi	6669
叶	ye	6660
鬼	gui	6652
何	he	6636
器	qi	6578
试	shi	6578
乐	le	6513
谢	xie	6505
层	ceng	6480
木	mu	6480
仅	jin	6472
北	bei	6464
肉	rou	6416
份	fen	6408
重	zhong	6392
情	qing	6384
赵	zhao	6376
需	xu	6368
记	ji	6360
七	qi	6313
流	liu	6305
合	he	6297
列	lie	6282
升	sheng	6266
噶	ga	6258
招	zhao	6258
论	lun	6258
痛	tong	6235
率	lv	6211
封	feng	6204
石	shi	6204
香	xiang	6204
眼	yan	6142
冷	leng	6135
易	yi	6119
付	fu	6081
派	pai	6066
帅	shuai	6051
阳	yang	6013
胡	hu	6006
厂	chang	5991
十	shi	5976
排	pai	5969
油	you	5961
停	ting	5939
树	shu	5939
奥	ao	5814
军	jun	5771
牌	pai	5771
科	ke	5764
身	shen	5764
翻	fan	5742
星	xing	5735
帖	tie	5721
随	sui	5721
权	quan	5707
泡	pao	5700
价	jia	5685
还	huan	5685
商	shang	5650
库	ku	5650
玉	yu	5643
追	zhui	5643
场	chang	5636
须	xu	5622
物	wu	5615
背	bei	5608
章	zhang	5608
丢	diu	5594
朱	zhu	5587
宝	bao	5580
脚	jiao	5573
体	ti	5566
伤	shang	5552
解	jie	5545
都	du	5545
剑	jian	5532
咱	zan	5532
代	dai	5504
亦	yi	5497
底	di	5497
孙	sun	5484
业	ye	5470
室	shi	5463
旧	jiu	5456
工	gong	5450
极	ji	5429
曾	zeng	5422
刀	dao	5409
波	bo	5395
铁	tie	5369
词	ci	5362
笨	ben	5349
哦	e	5335
丫	ya	5309
推	tui	5296
证	zheng	5296
炒	chao	5276
春	chun	5269
耍	shua	5269
输	shu	5263
骗	pian	5243
轻	qing	5236
含	han	5223
九	jiu	5217
俩	lia	5217
千	qian	5217
江	jiang	5217
秒	miao	5204
徐	xu	5191
落	luo	5191
短	duan	5185
青	qing	5178
节	jie	5152
夜	ye	5146
吹	chui	5133
游	you	5120
土	tu	5101
姐	jie	5089
板	ban	5076
赢	ying	5076
许	xu	5070
直	zhi	5038
苦	ku	5038
公	gong	5026
君	jun	5013
烂	lan	5013
皮	pi	5013
秀	xiu	5013
博	bo	5007
亏	kui	4988
存	cun	4982
师	shi	4963
立	li	4957
素	su	4957
利	li	4951
吾	wu	4951
烧	shao	4945
诗	shi	4945
睇	di	4939
命	ming	4908
制	zhi	4902
静	jing	4902
民	min	4896
欲	yu	4883
汤	tang	4871
冰	bing	4841
断	duan	4835
造	zao	4835
忘	wang	4829
茶	cha	4823
呆	dai	4817
抽	chou	4805
案	an	4805
供	gong	4781
尽	jin	4781
布	bu	4781
田	tian	4781
抱	bao	4769
烟	yan	4763
初	chu	4757
野	ye	4734
胖	pang	4710
品	pin	4693
紧	jin	4681
绿	lv	4675
项	xiang	4675
故	gu	4669
签	qian	4658
调	tiao	4646
服	fu	4634
苏	su	4634
奖	jiang	4629
兵	bing	4611
填	tian	4606
演	yan	4606
百	bai	4588
英	ying	4588
嘴	zui	4583
般	ban	4577
挖	wa	4566
准	zhun	4543
重	chong	4543
保	bao	4532
果	guo	4532
硬	ying	4526
凡	fan	4520
寒	han	4520
挑	tiao	4515
唐	tang	4509
莫	mo	4509
鸡	ji	4509
夏	xia	4503
寄	ji	4492
言	yan	4470
闹	nao	4470
防	fang	4470
竟	jing	4453
纯	chun	4448
距	ju	4448
题	ti	4442
官	guan	4437
余	yu	4431
源	yuan	4426
街	jie	4420
座	zuo	4409
古	gu	4404
思	si	4404
删	shan	4393
亮	liang	4387
灯	deng	4376
穷	qiong	4376
郭	guo	4365
戏	xi	4360
桥	qiao	4360
党	dang	4354
爆	bao	4354
首	shou	4344
粉	fen	4338
念	nian	4327
钟	zhong	4317
属	shu	4306
戴	dai	4306
疼	teng	4306
然	ran	4290
韩	han	4279
扣	kou	4258
租	zu	4253
捏	nie	4237
港	gang	4237
狼	lang	4237
盖	gai	4231
雷	lei	4231
兰	lan	4205
狂	kuang	4205
引	yin	4195
佛	fo	4148
压	ya	4148
梁	liang	4148
猛	meng	4138
船	chuan	4132
今	jin	4112
齐	qi	4112
亚	ya	4107
托	tuo	4107
恨	hen	4102
赛	sai	4086
宋	song	4081
客	ke	4081
斯	si	4076
沙	sha	4071
腿	tui	4066
银	yin	4061
领	ling	4061
码	ma	4046
友	you	4041
虽	sui	4041
祝	zhu	4031
员	yuan	4026
句	ju	4021
丁	ding	4011
望	wang	3996
战	zhan	3991
缺	que	3991
食	shi	3981
床	chuang	3976
着	zhao	3976
抗	kang	3971
贼	zei	3971
乡	xiang	3961
界	jie	3961
困	kun	3946
河	he	3946
松	song	3941
郑	zheng	3941
否	fou	3931
步	bu	3931
园	yuan	3927
折	zhe	3927
尚	shang	3912
羊	yang	3912
福	fu	3902
宁	ning	3897
必	bi	3878
遭	zao	3873
猜	cai	3859
伊	yi	3849
秋	qiu	3839
端	duan	3825
插	cha	3811
毒	du	3811
滚	gun	3811
熊	xiong	3811
获	huo	3801
秦	qin	3797
卷	juan	3792
持	chi	3792
设	she	3787
架	jia	3782
朝	chao	3764
喂	wei	3754
归	gui	3754
广	guang	3745
踢	ti	3745
灵	ling	3722
搬	ban	3708
迷	mi	3703
胜	sheng	3699
基	ji	3694
意	yi	3694
赶	gan	3694
乃	nai	3671
甲	jia	3666
拖	tuo	3653
摸	mo	3639
史	shi	3635
右	you	3635
惨	can	3630
爸	ba	3625
塔	ta	3616
订	ding	3616
纸	zhi	3607
散	san	3585
呈	cheng	3576
姓	xing	3576
圈	quan	3567
洋	yang	3567
咬	yao	3558
喜	xi	3558
嘎	ga	3558
闪	shan	3554
富	fu	3549
治	zhi	3536
喔	wo	3527
料	liao	3523
汉	han	3523
批	pi	3519
院	yuan	3519
逛	guang	3514
峰	feng	3510
狠	hen	3506
醒	xing	3506
咧	lie	3501
爬	pa	3501
梅	mei	3492
瘦	shou	3488
降	jiang	3488
结	jie	3484
户	hu	3479
疯	feng	3471
偷	tou	3462
语	yu	3458
枪	qiang	3453
踩	cai	3453
足	zu	3449
精	jing	3445
志	zhi	3436
支	zhi	3428
呵	he	3423
软	ruan	3419
杜	du	3411
赞	zan	3402
依	yi	3390
丽	li	3385
展	zhan	3377
康	kang	3377
兴	xing	3373
救	jiu	3373
倍	bei	3368
堂	tang	3364
鞋	xie	3364
愿	yuan	3339
键	jian	3306
似	si	3298
冒	mao	3290
守	shou	3290
音	yin	3290
观	guan	3281
仲	zhong	3273
弱	ruo	3273
替	ti	3257
世	shi	3253
笔	bi	3249
闲	xian	3241
逼	bi	3237
牙	ya	3233
舞	wu	3233
荣	rong	3233
著	zhu	3225
遍	bian	3213
影	ying	3209
行	hang	3209
曲	qu	3201
丑	chou	3197
吓	xia	3197
州	zhou	3193
巴	ba	3193
测	ce	3189
状	zhuang	3181
宽	kuan	3177
武	wu	3161
箱	xiang	3161
程	cheng	3157
偏	pian	3153
庄	zhuang	3153
细	xi	3153
耶	ye	3149
联	lian	3141
湖	hu	3137
晒	shai	3130
柳	liu	3130
锁	suo	3122
印	yin	3118
味	wei	3099
紫	zi	3099
众	zhong	3095
环	huan	3091
零	ling	3091
实	shi	3087
答	da	3087
厚	hou	3079
娘	niang	3079
懒	lan	3072
寸	cun	3068
标	biao	3068
兼	jian	3049
孔	kong	3045
欧	ou	3041
勒	le	3034
吖	a	3034
闷	men	3034
岛	dao	3026
灭	mie	3026
登	deng	3026
顾	gu	3015
瓦	wa	3011
运	yun	3011
抛	pao	3004
顺	shun	3004
陆	lu	3000
雅	ya	2996
司	si	2981
温	wen	2981
轮	lun	2977
微	wei	2970
社	she	2966
杰	jie	2963
奶	nai	2952
杯	bei	2948
搜	sou	2944
凭	ping	2937
奇	qi	2926
居	ju	2926
洞	dong	2922
魔	mo	2922
编	bian	2919
虎	hu	2911
佳	jia	2904
充	chong	2904
川	chuan	2883
酸	suan	2875
形	xing	2865
墙	qiang	2861
圆	yuan	2854
害	hai	2854
档	dang	2850
负	fu	2850
喽	lou	2847
范	fan	2843
糖	tang	2840
煮	zhu	2836
拟	ni	2833
致	zhi	2826
屁	pi	2822
稳	wen	2822
景	jing	2819
觉	jue	2815
吐	tu	2812
碰	peng	2812
注	zhu	2808
肥	fei	2808
免	mian	2805
欠	qian	2805
蛋	dan	2805
挣	zheng	2794
晓	xiao	2791
曹	cao	2791
侯	hou	2784
盛	sheng	2773
良	liang	2770
擦	ca	2753
脱	tuo	2753
仙	xian	2749
暗	an	2749
砍	kan	2746
夫	fu	2742
熟	shu	2735
兄	xiong	2729
尔	er	2729
皆	jie	2725
琴	qin	2722
创	chuang	2712
永	yong	2712
宫	gong	2702
继	ji	2685
谷	gu	2678
宏	hong	2665
专	zhuan	2662
录	lu	2662
施	shi	2662
善	shan	2658
增	zeng	2658
例	li	2655
税	shui	2652
产	chan	2648
嫩	nen	2645
肯	ken	2642
押	ya	2635
麻	ma	2635
视	shi	2625
怒	nu	2622
横	heng	2622
扔	reng	2619
母	mu	2619
忍	ren	2612
腰	yao	2606
臭	chou	2596
宗	zong	2593
泪	lei	2586
艾	ai	2586
净	jing	2577
肖	xiao	2577
敏	min	2573
吵	chao	2570
罪	zui	2567
争	zheng	2564
伟	wei	2561
响	xiang	2554
棒	bang	2554
邓	deng	2554
这	zhei	2551
减	jian	2548
斗	dou	2548
氏	shi	2548
告	gao	2532
吉	ji	2529
圣	sheng	2529
拆	chai	2529
蔡	cai	2526
闻	wen	2526
末	mo	2523
杂	za	2519
衣	yi	2516
麦	mai	2513
冯	feng	2510
妹	mei	2507
义	yi	2504
塞	sai	2504
尼	ni	2504
董	dong	2494
角	jiao	2494
旁	pang	2491
潘	pan	2491
耐	nai	2491
醉	zui	2491
呢	ni	2485
宇	yu	2482
丝	si	2479
计	ji	2476
校	xiao	2470
姜	jiang	2467
抄	chao	2467
宜	yi	2457
蒋	jiang	2451
核	he	2445
维	wei	2445
灰	hui	2442
钢	gang	2439
催	cui	2436
楚	chu	2427
屋	wu	2421
丹	dan	2418
认	ren	2412
乘	cheng	2409
俊	jun	2406
返	fan	2406
榜	bang	2403
芳	fang	2403
仁	ren	2400
矿	kuang	2400
瑞	rui	2391
严	yan	2385
添	tian	2385
评	ping	2385
酷	ku	2385
绝	jue	2382
币	bi	2376
飘	piao	2376
威	wei	2373
刻	ke	2370
摆	bai	2364
炸	zha	2358
嘿	hei	2355
犯	fan	2350
京	jing	2347
鲁	lu	2347
具	ju	2344
挤	ji	2344
铜	tong	2344
届	jie	2341
密	mi	2338
瓶	ping	2338
夹	jia	2332
骨	gu	2332
黎	li	2323
农	nong	2318
射	she	2318
馆	guan	2318
士	shi	2309
索	suo	2303
季	ji	2300
寻	xun	2300
拼	pin	2300
族	zu	2300
显	xian	2300
洪	hong	2297
骑	qi	2295
巨	ju	2292
厄	e	2289
厅	ting	2289
容	rong	2278
术	shu	2278
复	fu	2272
智	zhi	2272
辉	hui	2272
普	pu	2269
剧	ju	2266
采	cai	2263
扯	che	2261
燕	yan	2261
竹	zhu	2261
撞	zhuang	2258
脑	nao	2258
礼	li	2255
聚	ju	2255
膜	mo	2247
讯	xun	2247
诺	nuo	2244
搭	da	2238
魏	wei	2238
泽	ze	2235
胃	wei	2227
曰	yue	2224
侧	ce	2221
彭	peng	2213
钻	zuan	2213
凤	feng	2210
袁	yuan	2210
吕	lv	2205
窝	wo	2199
凉	liang	2197
乜	mie	2194
阴	yin	2194
蒙	meng	2191
躲	duo	2188
赖	lai	2186
堆	dui	2183
甜	tian	2180
赴	fu	2178
劲	jin	2175
盐	yan	2175
孟	meng	2172
粗	cu	2172
举	ju	2164
甚	shen	2161
载	zai	2159
帐	zhang	2156
申	shen	2151
露	lu	2148
劝	quan	2132
瞎	xia	2132
训	xun	2132
驻	zhu	2132
惹	re	2129
逃	tao	2129
休	xiu	2127
彩	cai	2127
独	du	2124
庆	qing	2119
藏	cang	2119
仓	cang	2113
斤	jin	2111
姚	yao	2108
浪	lang	2108
喇	la	2106
纳	na	2103
针	zhen	2103
吨	dun	2100
嘉	jia	2100
忠	zhong	2098
吸	xi	2095
森	sen	2095
泰	tai	2095
萧	xiao	2092
功	gong	2090
跨	kua	2090
症	zheng	2079
贝	bei	2074
哼	heng	2072
灌	guan	2064
缘	yuan	2061
卢	lu	2059
卫	wei	2059
喷	pen	2059
蛇	she	2059
盒	he	2054
井	jing	2051
导	dao	2043
吊	diao	2033
扫	sao	2033
拜	bai	2033
购	gou	2028
贱	jian	2026
饮	yin	2026
调	diao	2023
昏	hun	2021
虚	xu	2018
敲	qiao	2016
岩	yan	2003
埋	mai	2001
寺	si	2001
巧	qiao	2001
娜	na	1998
冬	dong	1996
侬	nong	1991
弹	tan	1988
愁	chou	1988
凯	kai	1983
目	mu	1983
淡	dan	1981
优	you	1968
虫	chong	1966
池	chi	1964
汇	hui	1959
萨	sa	1956
屏	ping	1954
泥	ni	1944
勇	yong	1939
喔	o	1939
怀	huai	1932
扬	yang	1930
迟	chi	1930
铺	pu	1930
磨	mo	1925
呼	hu	1920
怎	zen	1920
赌	du	1920
乔	qiao	1913
涂	tu	1910
财	cai	1906
栏	lan	1903
遇	yu	1894
泉	quan	1889
薛	xue	1889
汪	wang	1887
着	zhuo	1887
稍	shao	1887
嫁	jia	1884
锅	guo	1884
终	zhong	1882
攻	gong	1880
扎	zha	1873
质	zhi	1873
叼	diao	1868
娃	wa	1868
赔	pei	1866
隔	ge	1866
祥	xiang	1863
呐	na	1861
液	ye	1859
豆	dou	1856
碗	wan	1854
绕	rao	1854
佐	zuo	1852
旺	wang	1852
漏	lou	1850
凑	cou	1847
贾	jia	1845
雄	xiong	1845
委	wei	1840
临	lin	1838
吻	wen	1838
湿	shi	1838
崔	cui	1836
框	kuang	1836
探	tan	1829
胸	xiong	1827
碟	die	1824
洛	luo	1822
健	jian	1820
辆	liang	1820
速	su	1820
顿	dun	1820
唯	wei	1815
拔	ba	1815
暴	bao	1813
失	shi	1804
沟	gou	1802
仪	yi	1797
郎	lang	1793
尿	niao	1791
脏	zang	1786
希	xi	1784
逗	dou	1784
识	shi	1779
惠	hui	1777
珠	zhu	1777
菲	fei	1773
谭	tan	1771
透	tou	1771
麽	me	1766
凌	ling	1764
府	fu	1757
播	bo	1755
父	fu	1755
嫌	xian	1751
窗	chuang	1744
耳	er	1740
残	can	1738
砖	zhuan	1731
患	huan	1729
昌	chang	1729
阵	zhen	1729
哩	li	1723
废	fei	1723
扁	bian	1723
捡	jian	1723
苗	miao	1723
帝	di	1718
剪	jian	1712
稿	gao	1710
坑	keng	1708
邦	bang	1708
陶	tao	1708
营	ying	1701
剂	ji	1693
熬	ao	1693
舒	shu	1693
丰	feng	1689
模	mo	1689
玲	ling	1689
甩	shuai	1689
贤	xian	1687
拨	bo	1684
趁	chen	1684
栋	dong	1682
羽	yu	1682
沿	yan	1672
乙	yi	1670
盗	dao	1668
伴	ban	1657
妖	yao	1653
尊	zun	1653
幽	you	1647
琳	lin	1647
锦	jin	1647
域	yu	1643
瓜	gua	1641
浅	qian	1637
袋	dai	1637
限	xian	1635
浩	hao	1631
霜	shuang	1629
豪	hao	1625
置	zhi	1619
俾	bi	1617
祖	zu	1615
夸	kua	1613
玄	xuan	1613
颜	yan	1613
惊	jing	1611
肺	fei	1611
煤	mei	1609
趟	tang	1603
辣	la	1603
涛	tao	1601
附	fu	1595
遂	sui	1593
划	hua	1591
恒	heng	1589
的	di	1589
欣	xin	1587
墨	mo	1585
围	wei	1581
剩	sheng	1579
娶	qu	1577
慧	hui	1573
备	bei	1571
鲜	xian	1571
撤	che	1563
助	zhu	1559
撑	cheng	1557
沉	chen	1555
诸	zhu	1555
险	xian	1551
震	zhen	1549
鹏	peng	1549
兆	zhao	1548
割	ge	1546
斌	bin	1546
烤	kao	1546
控	kong	1542
哒	da	1540
暨	ji	1540
贺	he	1538
凶	xiong	1534
锋	feng	1532
童	tong	1528
伯	bo	1525
挡	dang	1525
饰	shi	1525
壳	ke	1521
恋	lian	1521
诚	cheng	1521
馨	xin	1521
浓	nong	1519
振	zhen	1517
轩	xuan	1517
虾	xia	1515
庭	ting	1513
晴	qing	1513
坊	fang	1509
靓	liang	1509
晨	chen	1506
曼	man	1506
镜	jing	1506
魂	hun	1506
益	yi	1504
肝	gan	1504
征	zheng	1502
禁	jin	1502
爹	die	1498
粥	zhou	1498
盾	dun	1496
尘	chen	1493
炎	yan	1493
消	xiao	1489
喃	nan	1485
犬	quan	1481
艳	yan	1481
纪	ji	1480
枫	feng	1478
己	ji	1476
妞	niu	1474
昂	ang	1474
暖	nuan	1474
柱	zhu	1472
隆	long	1472
奔	ben	1469
败	bai	1469
政	zheng	1467
滑	hua	1467
妻	qi	1463
廖	liao	1463
误	wu	1463
尹	yin	1459
舍	she	1452
刺	ci	1445
沪	hu	1441
弓	gong	1436
邱	qiu	1432
润	run	1431
莲	lian	1431
捞	lao	1427
冠	guan	1425
婚	hun	1425
止	zhi	1425
兔	tu	1422
舔	tian	1418
仔	zai	1416
湾	wan	1416
躺	tang	1416
桑	sang	1415
鑫	xin	1415
链	lian	1411
饱	bao	1411
乌	wu	1409
促	cu	1409
敬	jing	1409
迪	di	1408
咪	mi	1406
摄	she	1406
蒸	zheng	1404
串	chuan	1399
愈	yu	1399
阁	ge	1399
承	cheng	1397
摔	shuai	1397
勤	qin	1394
杆	gan	1394
潮	chao	1394
碎	sui	1392
医	yi	1390
臣	chen	1390
鼠	shu	1388
葛	ge	1383
邪	xie	1380
吼	hou	1376
妙	miao	1375
始	shi	1371
珍	zhen	1371
俗	su	1370
迎	ying	1368
续	xu	1364
抬	tai	1363
歪	wai	1361
辛	xin	1361
售	shou	1358
伦	lun	1356
启	qi	1356
胶	jiao	1356
捧	peng	1354
研	yan	1354
晃	huang	1353
符	fu	1353
苑	yuan	1349
韦	wei	1349
爷	ye	1348
雾	wu	1346
亭	ting	1344
刮	gua	1343
兽	shou	1341
哄	hong	1341
嗲	dia	1341
尤	you	1339
邹	zou	1334
嗨	hai	1333
鸣	ming	1333
卓	zhuo	1329
旗	qi	1329
罚	fa	1329
积	ji	1323
斜	xie	1318
湘	xiang	1318
铝	lv	1318
欢	huan	1313
预	yu	1313
乎	hu	1311
枝	zhi	1309
溪	xi	1301
芬	fen	1301
洲	zhou	1298
鸭	ya	1296
捐	juan	1293
炮	pao	1292
岗	gang	1288
轴	zhou	1287
简	jian	1282
翔	xiang	1282
勾	gou	1280
堵	du	1280
携	xie	1277
染	ran	1276
矣	yi	1276
饼	bing	1276
罢	ba	1274
萍	ping	1274
隐	yin	1272
餐	can	1272
戒	jie	1266
逸	yi	1266
岳	yue	1265
荷	he	1265
贷	dai	1265
憋	bie	1261
薄	bo	1255
仿	fang	1252
肾	shen	1252
异	yi	1249
朗	lang	1249
扑	pu	1247
桂	gui	1247
瞧	qiao	1246
颗	ke	1246
鸿	hong	1246
弯	wan	1244
晶	jing	1240
霞	xia	1240
朝	zhao	1238
延	yan	1233
箭	jian	1233
