稳定	wen ding	wd	13688
工资	gong zi	gz	13671
帖子	tie zi	tz	13654
专家	zhuan jia	zj	13637
那就	na jiu	nj	13637
即使	ji shi	js	13603
现场	xian chang	xc	13586
重点	zhong dian	zd	13586
交易	jiao yi	jy	13552
错误	cuo wu	cw	13552
参与	can yu	cy	13485
材料	cai liao	cl	13485
传统	chuan tong	ct	13434
同事	tong shi	ts	13434
调查	diao cha	dc	13434
她的	ta de	td	13401
结构	jie gou	jg	13384
费用	fei yong	fy	13384
厉害	li hai	lh	13368
而是	er shi	es	13368
尤其	you qi	yq	13318
作品	zuo pin	zp	13301
天天	tian tian	tt	13284
样子	yang zi	yz	13284
第二	di er	de	13284
父母	fu mu	fm	13268
确认	que ren	qr	13268
加入	jia ru	jr	13251
眼睛	yan jing	yj	13218
引起	yin qi	yq	13202
更多	geng duo	gd	13186
心情	xin qing	xq	13169
身上	shen shang	ss	13169
家庭	jia ting	jt	13153
最终	zui zhong	zz	13136
面对	mian dui	md	13120
一位	yi wei	yw	13104
分别	fen bie	fb	13104
它们	ta men	tm	13087
习惯	xi guan	xg	13071
来自	lai zi	lz	13071
不够	bu gou	bg	13038
事件	shi jian	sj	13022
推出	tui chu	tc	13022
知识	zhi shi	zs	13022
范围	fan wei	fw	13022
你是	ni shi	ns	13006
去年	qu nian	qn	13006
新闻	xin wen	xw	13006
自动	zi dong	zd	13006
垃圾	la ji	lj	12941
早上	zao shang	zs	12909
意义	yi yi	yy	12893
还好	hai hao	hh	12877
积极	ji ji	jj	12845
适合	shi he	sh	12829
全面	quan mian	qm	12781
执行	zhi xing	zx	12781
人生	ren sheng	rs	12765
正式	zheng shi	zs	12749
进一步	jin yi bu	jyb	12749
满足	man zu	mz	12702
运行	yun xing	yx	12670
收入	shou ru	sr	12639
不知	bu zhi	bz	12607
十分	shi fen	sf	12607
聊天	liao tian	lt	12591
代码	dai ma	dm	12576
遇到	yu dao	yd	12576
其它	qi ta	qt	12560
优势	you shi	ys	12544
等等	deng deng	dd	12544
哈哈哈	ha ha ha	hhh	12529
去了	qu le	ql	12513
取得	qu de	qd	12513
及时	ji shi	js	12420
方向	fang xiang	fx	12420
不乖	bu guai	bg	12358
不再	bu zai	bz	12343
邮件	you jian	yj	12312
姐姐	jie jie	jj	12297
系列	xi lie	xl	12297
再次	zai ci	zc	12266
普通	pu tong	pt	12266
经历	jing li	jl	12266
解释	jie shi	js	12266
您的	nin de	nd	12251
会议	hui yi	hy	12236
领域	ling yu	ly	12236
风险	feng xian	fx	12236
统一	tong yi	ty	12220
全球	quan qiu	qq	12205
形式	xing shi	xs	12205
思想	si xiang	sx	12205
无论	wu lun	wl	12205
农民	nong min	nm	12190
几天	ji tian	jt	12190
员工	yuan gong	yg	12190
短信	duan xin	dx	12144
进去	jin qu	jq	12099
增长	zeng zhang	zz	12069
本人	ben ren	br	12054
现实	xian shi	xs	12054
所谓	suo wei	sw	12024
不然	bu ran	br	11994
法律	fa lv	fl	11964
开心	kai xin	kx	11934
就要	jiu yao	jy	11920
移动	yi dong	yd	11905
域名	yu ming	ym	11890
农村	nong cun	nc	11875
合同	he tong	ht	11875
开展	kai zhan	kz	11875
时代	shi dai	sd	11875
同意	tong yi	ty	11860
工具	gong ju	gj	11860
想到	xiang dao	xd	11845
汽车	qi che	qc	11845
中午	zhong wu	zw	11831
女孩	nv hai	nh	11831
想法	xiang fa	xf	11816
自由	zi you	zy	11801
儿子	er zi	ez	11787
电视	dian shi	ds	11787
文字	wen zi	wz	11728
欢迎	huan ying	hy	11728
无聊	wu liao	wl	11684
一会	yi hui	yh	11670
担心	dan xin	dx	11641
听说	ting shuo	ts	11626
共同	gong tong	gt	11597
现象	xian xiang	xx	11597
下去	xia qu	xq	11583
事实	shi shi	ss	11583
理论	li lun	ll	11568
三个	san ge	sg	11554
人民	ren min	rm	11554
一张	yi zhang	yz	11539
前面	qian mian	qm	11511
减少	jian shao	js	11482
的事	de shi	ds	11482
宣传	xuan chuan	xc	11468
链接	lian jie	lj	11439
竟然	jing ran	jr	11439
感到	gan dao	gd	11425
力量	li liang	ll	11411
消费者	xiao fei zhe	xfz	11411
马甲	ma jia	mj	11397
办公室	ban gong shi	bgs	11368
阶段	jie duan	jd	11368
健康	jian kang	jk	11354
回复	hui fu	hf	11354
语言	yu yan	yy	11354
会有	hui you	hy	11326
放在	fang zai	fz	11326
是在	shi zai	sz	11326
也就	ye jiu	yj	11312
页面	ye mian	ym	11312
证明	zheng ming	zm	11284
医生	yi sheng	ys	11269
对象	dui xiang	dx	11269
周末	zhou mo	zm	11241
针对	zhen dui	zd	11241
要不	yao bu	yb	11227
仍然	reng ran	rr	11213
数量	shu liang	sl	11199
运动	yun dong	yd	11186
我在	wo zai	wz	11172
报道	bao dao	bd	11172
让你	rang ni	rn	11172
都在	dou zai	dz	11172
失败	shi bai	sb	11144
貌似	mao si	ms	11130
旅游	lv you	ly	11088
相对	xiang dui	xd	11088
下次	xia ci	xc	11047
号码	hao ma	hm	11047
毕竟	bi jing	bj	11047
责任	ze ren	zr	11033
期间	qi jian	qj	11019
没什么	mei shen me	msm	11019
一条	yi tiao	yt	11006
不敢	bu gan	bg	10978
促进	cu jin	cj	10978
恢复	hui fu	hf	10978
算了	suan le	sl	10978
长期	chang qi	cq	10978
不如	bu ru	br	10965
删除	shan chu	sc	10965
心理	xin li	xl	10937
忘记	wang ji	wj	10937
输入	shu ru	sr	10924
再说	zai shuo	zs	10897
试试	shi shi	ss	10897
制作	zhi zuo	zz	10869
可惜	ke xi	kx	10856
享受	xiang shou	xs	10815
下班	xia ban	xb	10802
成了	cheng le	cl	10802
经营	jing ying	jy	10802
都要	dou yao	dy	10775
很快	hen kuai	hk	10721
结合	jie he	jh	10721
维护	wei hu	wh	10721
最大	zui da	zd	10708
身边	shen bian	sb	10708
作者	zuo zhe	zz	10681
南京	nan jing	nj	10668
否则	fou ze	fz	10668
股市	gu shi	gs	10668
母亲	mu qin	mq	10642
登录	deng lu	dl	10628
也会	ye hui	yh	10615
尽管	jin guan	jg	10615
最新	zui xin	zx	10602
加上	jia shang	js	10602
外面	wai mian	wm	10602
搜索	sou suo	ss	10602
有限公司	you xian gong si	yxgs	10602
本身	ben shen	bs	10602
问问	wen wen	ww	10602
听到	ting dao	td	10589
可爱	ke ai	ka	10575
利益	li yi	ly	10562
平时	ping shi	ps	10562
做好	zuo hao	zh	10549
很大	hen da	hd	10549
查询	cha xun	cx	10536
科技	ke ji	kj	10536
内部	nei bu	nb	10523
英语	ying yu	yy	10523
也要	ye yao	yy	10510
认真	ren zhen	rz	10510
哥哥	ge ge	gg	10497
完善	wan shan	ws	10497
宝贝	bao bei	bb	10497
很难	hen nan	hn	10484
杭州	hang zhou	hz	10484
计算	ji suan	js	10484
父亲	fu qin	fq	10445
访问	fang wen	fw	10445
我要	wo yao	wy	10393
因素	yin su	ys	10367
就像	jiu xiang	jx	10367
上午	shang wu	sw	10354
明确	ming que	mq	10341
真实	zhen shi	zs	10328
反映	fan ying	fy	10315
感受	gan shou	gs	10315
符合	fu he	fh	10315
美丽	mei li	ml	10302
越来越	yue lai yue	yly	10289
一边	yi bian	yb	10277
日子	ri zi	rz	10277
启动	qi dong	qd	10251
兴趣	xing qu	xq	10238
数据库	shu ju ku	sjk	10238
感谢	gan xie	gx	10226
打电话	da dian hua	ddh	10226
都不	dou bu	db	10213
国外	guo wai	gw	10200
往往	wang wang	ww	10200
我不	wo bu	wb	10187
特点	te dian	td	10187
必要	bi yao	by	10162
放弃	fang qi	fq	10162
熟悉	shu xi	sx	10149
社区	she qu	sq	10149
专门	zhuan men	zm	10137
计算机	ji suan ji	jsj	10137
政治	zheng zhi	zz	10124
一份	yi fen	yf	10112
电子	dian zi	dz	10099
会员	hui yuan	hy	10086
复杂	fu za	fz	10086
妹妹	mei mei	mm	10074
依然	yi ran	yr	10061
区域	qu yu	qy	10061
星期	xing qi	xq	10061
程度	cheng du	cd	10061
整体	zheng ti	zt	10036
唯一	wei yi	wy	9999
集中	ji zhong	jz	9986
投入	tou ru	tr	9974
对了	dui le	dl	9961
类型	lei xing	lx	9961
限制	xian zhi	xz	9961
帮我	bang wo	bw	9937
正确	zheng que	zq	9937
统计	tong ji	tj	9937
韩国	han guo	hg	9937
做了	zuo le	zl	9924
咱们	zan men	zm	9900
上市	shang shi	ss	9887
关心	guan xin	gx	9887
采取	cai qu	cq	9863
规划	gui hua	gh	9850
装备	zhuang bei	zb	9838
在线	zai xian	zx	9814
年轻	nian qing	nq	9814
爸爸	ba ba	bb	9814
很少	hen shao	hs	9789
不得	bu de	bd	9777
良好	liang hao	lh	9753
暂时	zan shi	zs	9740
沟通	gou tong	gt	9740
别的	bie de	bd	9728
成绩	cheng ji	cj	9716
帮忙	bang mang	bm	9704
最高	zui gao	zg	9692
双方	shuang fang	sf	9692
小心	xiao xin	xx	9680
数字	shu zi	sz	9680
类似	lei si	ls	9680
附近	fu jin	fj	9680
买了	mai le	ml	9668
各位	ge wei	gw	9668
来看	lai kan	lk	9668
点击	dian ji	dj	9668
人类	ren lei	rl	9656
失去	shi qu	sq	9656
女儿	nv er	ne	9656
举行	ju xing	jx	9620
人物	ren wu	rw	9620
是一种	shi yi zhong	syz	9620
成都	cheng du	cd	9608
提升	ti sheng	ts	9608
科学	ke xue	kx	9608
巨大	ju da	jd	9584
及其	ji qi	jq	9572
态度	tai du	td	9572
成立	cheng li	cl	9572
颜色	yan se	ys	9560
评价	ping jia	pj	9536
风格	feng ge	fg	9513
兄弟	xiong di	xd	9477
困难	kun nan	kn	9453
产业	chan ye	cy	9442
更多的	geng duo de	gdd	9442
没人	mei ren	mr	9430
教师	jiao shi	js	9418
连接	lian jie	lj	9418
中文	zhong wen	zw	9371
丰富	feng fu	ff	9371
值得	zhi de	zd	9371
反应	fan ying	fy	9371
概念	gai nian	gn	9348
请问	qing wen	qw	9336
当地	dang di	dd	9325
人的	ren de	rd	9313
有了	you le	yl	9313
观点	guan dian	gd	9313
面前	mian qian	mq	9313
配合	pei he	ph	9302
连续	lian xu	lx	9290
主题	zhu ti	zt	9278
独立	du li	dl	9255
那种	na zhong	nz	9255
中国人	zhong guo ren	zgr	9244
同志	tong zhi	tz	9232
代理	dai li	dl	9221
降低	jiang di	jd	9221
职业	zhi ye	zy	9198
从来	cong lai	cl	9186
评论	ping lun	pl	9175
即可	ji ke	jk	9163
相应	xiang ying	xy	9163
女生	nv sheng	ns	9152
月份	yue fen	yf	9152
经理	jing li	jl	9152
原则	yuan ze	yz	9129
性能	xing neng	xn	9129
综合	zong he	zh	9129
从而	cong er	ce	9095
当年	dang nian	dn	9095
改革	gai ge	gg	9095
英文	ying wen	yw	9073
